sno,registration_no,project_name,promoter_name,district,project_type
388,UPRERAPRJ9384,"GH-06, SEC-22A, YEIDA, PHASE 1 (YAMUNOTRI)",Yamuna Expressway Industrial devlopment Authority,Gautam Buddha Nagar,Residential
389,UPRERAPRJ8947,"GH06, Sec-22D, YEIDA",Yamuna Expressway Industrial devlopment Authority,Gautam Buddha Nagar,Residential
390,UPRERAPRJ7234,GH-07/75 GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
391,UPRERAPRJ11463,GH-08/75 (PHASE-1) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
392,UPRERAPRJ11479,GH-08/75 (PHASE-2) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
393,UPRERAPRJ11481,GH-08/75 (PHASE-3) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
394,UPRERAPRJ11485,GH-11/75 (PHASE-1) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
395,UPRERAPRJ11547,GH-11/75 (PHASE-2) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
396,UPRERAPRJ11557,GH-11/75 (PHASE-3) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
397,UPRERAPRJ11563,GH-11/75 (PHASE-4) GOLF CITY,Aims Max Gardenia Developers Private Limited,Gautam Buddha Nagar,Residential
398,UPRERAPRJ6745,Global Business Square,SRIGARV INFRATECH PVT LTD,Gautam Buddha Nagar,Commercial
399,UPRERAPRJ11573,GLORY 46 (PHASE-1),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
400,UPRERAPRJ11594,GLORY 46 (PHASE-2),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
401,UPRERAPRJ11598,GLORY 46 (PHASE-3),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
402,UPRERAPRJ11608,GLORY 46 (PHASE-4),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
403,UPRERAPRJ11614,GLORY 46 (PHASE-5),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
404,UPRERAPRJ11626,GLORY 46 (PHASE-6),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
405,UPRERAPRJ11633,GLORY 46 (PHASE-7),Gardenia Aims Developers Private Limited,Gautam Buddha Nagar,Residential
406,UPRERAPRJ6586,Glory Apartments,Unibera Hospitality Services Pvt. Ltd.,Gautam Buddha Nagar,Residential
407,UPRERAPRJ110163/08/2025,Godrej Arden,Godrej Properties Limited,Gautam Buddha Nagar,Residential
408,UPRERAPRJ839208/07/2025,Godrej Avenue 9,AR LANDCRAFT LLP,Gautam Buddha Nagar,Commercial
409,UPRERAPRJ288309/04/2024,Godrej Jardinia,Godrej Properties Limited,Gautam Buddha Nagar,Mixed
410,UPRERAPRJ250823/04/2025,"Godrej Majesty GH-01/B,C,D,E.J and K  Sec 12 -G Noida",Godrej Properties Limited,Gautam Buddha Nagar,Mixed
411,UPRERAPRJ13521,GODREJ NEST PHASE-1,BRICK RISE DEVELOPERS PVT. LTD.,Gautam Buddha Nagar,Residential
412,UPRERAPRJ14252,GODREJ NEST PHASE-2,BRICK RISE DEVELOPERS PVT. LTD.,Gautam Buddha Nagar,Residential
413,UPRERAPRJ17861,Godrej Nurture Phase-1,BRICK RISE DEVELOPERS PVT. LTD.,Gautam Buddha Nagar,Residential
414,UPRERAPRJ745601,Godrej Palm Retreat 1,ACE INFRACITY DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
415,UPRERAPRJ124632,Godrej Palm Retreat 2,ACE INFRACITY DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
416,UPRERAPRJ763929/11/2024,Godrej Riverine,Godrej Properties Limited,Gautam Buddha Nagar,Mixed
417,UPRERAPRJ303390,Godrej Tropical Isle,Godrej Properties Limited,Gautam Buddha Nagar,Mixed
418,UPRERAPRJ145318,Godrej Woods Phase II,Roseberry Estate LLP,Gautam Buddha Nagar,Mixed
419,UPRERAPRJ704730,Godrej Woods Phase-1,Roseberry Estate LLP,Gautam Buddha Nagar,Residential
420,UPRERAPRJ773536,Godrej Woods Phase-3,Roseberry Estate LLP,Gautam Buddha Nagar,Residential
421,UPRERAPRJ301910,"Golden Grande ""Phase-1""",ADVANCE COMPUSOFT PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
422,UPRERAPRJ434216,Golden Grande (Phase-2),ADVANCE COMPUSOFT PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
423,UPRERAPRJ6747,Golden I Phase-I,OCEAN INFRAHEIGHTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
424,UPRERAPRJ179850,Golden I Phase-II,OCEAN INFRAHEIGHTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
425,UPRERAPRJ732580,Golden I Phase-III,OCEAN INFRAHEIGHTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
426,UPRERAPRJ13045,GOLDEN NEST3,SHAILENDER KUMAR,Gautam Buddha Nagar,Residential
427,UPRERAPRJ10635,Golf Avenue II (Phase II),AIMS RG ANGEL PROMOTERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
428,UPRERAPRJ403642,Golf country Phase-P2,SUPERTECH TOWNSHIP PROJECT LIMITED,Gautam Buddha Nagar,Residential
429,UPRERAPRJ9984,GOLF GREEN AVENUE,Krishan Chand Bansal,Gautam Buddha Nagar,Residential
430,UPRERAPRJ13997,Golf home  Phase-V (K1 TO K9),AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
431,UPRERAPRJ13998,Golf home  Phase-VI (L1 TO L9),AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
432,UPRERAPRJ13999,"Golf home  Phase-VII (M1 TO M6,  M9)",AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
433,UPRERAPRJ13993,Golf Homes Phase-I (A1 To A7),AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
434,UPRERAPRJ13994,Golf Homes Phase-II (B1 To B5),AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
435,UPRERAPRJ13995,Golf Homes Phase-III (C1 To C5),AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
436,UPRERAPRJ12358,GRANDPRIX APARTMENTS,S.K. CONTRACTS PVT. LTD.,Gautam Buddha Nagar,Residential
437,UPRERAPRJ12901,GRANDPRIX MEGA SUITES,S.K. CONTRACTS PVT. LTD.,Gautam Buddha Nagar,Commercial
438,UPRERAPRJ585534,GRANDTHUM PHASE I,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
439,UPRERAPRJ605316,Grandthum Phase II,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
440,UPRERAPRJ156612,GRANDTHUM PHASE III,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Residential
441,UPRERAPRJ213153/02/2026,GRANDTHUM PHASE -III,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
442,UPRERAPRJ103135,GRANDTHUM PHASE IV,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
443,UPRERAPRJ957104,GRANDTHUM PHASE V,A L SOFTWEB PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
444,UPRERAPRJ9966,Great Value Sharanam,GreatValue Projects India Limited,Gautam Buddha Nagar,Residential
445,UPRERAPRJ874478,Greatvalue Anandam,GreatValue Projects India Limited,Gautam Buddha Nagar,Residential
446,UPRERAPRJ3606,Green Avenue,J.B.K. DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
447,UPRERAPRJ459796/09/2025,Green Reserve Tower 1 and 2,Larsen & Toubro Limited,Gautam Buddha Nagar,Residential
448,UPRERAPRJ794300/09/2025,Green Reserve Tower 3 and 4,Larsen & Toubro Limited,Gautam Buddha Nagar,Residential
449,UPRERAPRJ17009,GREEN RESIDENCY,deepak gupta,Gautam Buddha Nagar,Residential
450,UPRERAPRJ9720,Green View- II Sahakari Awas Samiti Limited,Green View-II Sahakari Awas Samiti Limited,Gautam Buddha Nagar,Residential
451,UPRERAPRJ7198,Greenarch Phase-1,NEW WAY HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
452,UPRERAPRJ7289,Greenarch Phase-2,NEW WAY HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
453,UPRERAPRJ7342,Greenarch Phase-3,NEW WAY HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
454,UPRERAPRJ9693,Greenbay - Golf Homes,Green Bay Infrastructure Private Limited,Gautam Buddha Nagar,Residential
455,UPRERAPRJ9320,Greenbay Golf Village,Green Bay Infrastructure Private Limited,Gautam Buddha Nagar,Residential
456,UPRERAPRJ716227,Greenshire Mart,NIRALA PROJECTS PRIVATE  LIMITED,Gautam Buddha Nagar,Commercial
457,UPRERAPRJ15214,Greno Complex,SHUBHSIDDHI INFRATECH PVT.LTD,Gautam Buddha Nagar,Commercial
458,UPRERAPRJ390493,GRENO PLAZA,NAVDURGA BUILDCON PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
459,UPRERAPRJ1005,GROUP HOUSING CGEWHO PHASE I,CENTRAL GOVERNMENT EMPLOYEES WELFARE HOUSING ORGAN,Gautam Buddha Nagar,Residential
460,UPRERAPRJ674438/02/2024,GROUP HOUSING CGEWHO PHASE II,CENTRAL GOVERNMENT EMPLOYEES WELFARE HOUSING ORGAN,Gautam Buddha Nagar,Residential
461,UPRERAPRJ860880,GULSHAN AVANTE,Gulshan Developers Private Limited,Gautam Buddha Nagar,Residential
462,UPRERAPRJ6332,GULSHAN BELLINA,GULSHAN HOMZ PRIVATE LIMITED,Gautam Buddha Nagar,Residential
463,UPRERAPRJ5857,Gulshan Botnia,GULSHAN HOMES AND INFRASTRUCTURE  PRIVATE LIMITED,Gautam Buddha Nagar,Residential
464,UPRERAPRJ950870,GULSHAN DYNASTY,GULSHAN HOMZ PRIVATE LIMITED,Gautam Buddha Nagar,Residential
465,UPRERAPRJ8806,"GULSHAN IKEBANA -TOWERS L,M,N,O,P & Q",GULSHAN HOMES AND INFRASTRUCTURE  PRIVATE LIMITED,Gautam Buddha Nagar,Residential
466,UPRERAPRJ504752,Gulshan One29,GULSHAN HOMES AND INFRASTRUCTURE  PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
467,UPRERAPRJ4602,"GYC-Galleria, Gaur Yamuna City",Gaursons Realtech Private Limited,Gautam Buddha Nagar,Commercial
468,UPRERAPRJ14395,HABITECH CRYSTAL 36,HABITECH INFRASTRUCTURE LTD,Gautam Buddha Nagar,Commercial
469,UPRERAPRJ15574,HAPPY TRAILS,SHRIDHARA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
470,UPRERAPRJ13303,HARSHA MALL,Harsha Associates Pvt ltd,Gautam Buddha Nagar,Commercial
471,UPRERAPRJ9299,"HAWELIA VALENCIA HOMES PHASE-I (TOWER D, E, F, G,",Valencia Homes (Hawelia Group),Gautam Buddha Nagar,Residential
472,UPRERAPRJ8973,HAWELIA VALENCIA HOMES PHASE-II (TOWER-C & COMMERC,Valencia Homes (Hawelia Group),Gautam Buddha Nagar,Residential
473,UPRERAPRJ8479,HAWELIA VALENOVA PARK,Hawelia Builders Private Limited,Gautam Buddha Nagar,Residential
474,UPRERAPRJ9750,HBA TECHZONE RESIDENCY,HBA INFRASTRUCTURE PVT LTD,Gautam Buddha Nagar,Residential
475,UPRERAPRJ848586,Heritage Skyward,VRINDA HOMES PRIVATE LIMITED; RAJ HANS INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
476,UPRERAPRJ5655,HERITAGE TOWER K (Clock Tower & Central Plazza),AJNARA INDIA LIMITED,Gautam Buddha Nagar,Residential
477,UPRERAPRJ17726,Hi Castle,HI CASTLE REALTECH LIMITED,Gautam Buddha Nagar,Residential
478,UPRERAPRJ6819,Hillston By URBTech- Phase 1-Tower E&F,GOLFGREEN BUILDCON PRIVATE LIMITED,Gautam Buddha Nagar,Residential
479,UPRERAPRJ11498,Hilston by URBTECH - TOWER G,GOLFGREEN BUILDCON PRIVATE LIMITED,Gautam Buddha Nagar,Residential
480,UPRERAPRJ8836,HIMALAYA PRIDE (PHASE 1 : TOWER A & B),Himalaya Realestate Pvt Ltd,Gautam Buddha Nagar,Residential
481,UPRERAPRJ8888,HIMALAYA PRIDE (PHASE 2 : TOWER C),Himalaya Realestate Pvt Ltd,Gautam Buddha Nagar,Residential
482,UPRERAPRJ8898,HIMALAYA PRIDE (PHASE 3 : TOWER D),Himalaya Realestate Pvt Ltd,Gautam Buddha Nagar,Residential
483,UPRERAPRJ15885,HIMALAYA RESIDENCY PHASE -I,RAHUL KUMAR,Gautam Buddha Nagar,Residential
484,UPRERAPRJ14516,I N@XT,CEREBRUM BUSINESS PARK PVT. LTD,Gautam Buddha Nagar,Residential
485,UPRERAPRJ10246,"IITL NIMBUS THE EXPRESS PARK VIEW (TOWER I1, J1, K1)",IITL-NIMBUS THE EXPRESS PARK VIEW,Gautam Buddha Nagar,Residential
486,UPRERAPRJ10096,"IITL NIMBUS THE EXPRESS PARK VIEW (TOWER L,L1,M,M1",IITL-NIMBUS THE EXPRESS PARK VIEW,Gautam Buddha Nagar,Residential
487,UPRERAPRJ9947,"IITL-NIMBUS THE EXPRESS PARK VIEW (TOWER I,J & K)",IITL-NIMBUS THE EXPRESS PARK VIEW,Gautam Buddha Nagar,Residential
488,UPRERAPRJ9689,"IITL-NIMBUS THE HYDE PARK (TOWER S,T,U)","IITL-NIMBUS THE HYDE PARK,NOIDA",Gautam Buddha Nagar,Residential
489,UPRERAPRJ10533,IITL-NIMBUS THE HYDE PARK NOIDA (COMMERCIAL -HYDE,"IITL-NIMBUS THE HYDE PARK,NOIDA",Gautam Buddha Nagar,Residential
490,UPRERAPRJ9214,"IITL-NIMBUS THE HYDE PARK, NOIDA (TOWER Y,Q,R)","IITL-NIMBUS THE HYDE PARK,NOIDA",Gautam Buddha Nagar,Residential
491,UPRERAPRJ504323,Imperial Heights (Phase 1),RAMPRASTHA URBAN DEVELOPMENT PVT. LTD.,Gautam Buddha Nagar,Residential
492,UPRERAPRJ378721/05/2025,IMPERIAL HEIGHTS PHASE-2,RAMPRASTHA URBAN DEVELOPMENT PVT. LTD.; ANJU YADAV; HARJAS PICTURES PRIVATE LIMITED; KANTA YADAV; MAHAMAYA ISPAT UDYOG PRIVATE LIMITED; RAMPRASTHA PROPERTIES PRIVATE LIMITED; SURAT SINGH YADAV,Gautam Buddha Nagar,Mixed
493,UPRERAPRJ112046,INDIA EXPO PLAZA,VINAYAKA EXPO PLAZA PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
494,UPRERAPRJ6205,INDIA TRADE CENTRE,Omaxe India Trade Centre Private Limited,Gautam Buddha Nagar,Commercial
495,UPRERAPRJ9318,"INDIVIDUAL RESIDENTIAL PLOTS, SEC-17,YEIDA",Yamuna Expressway Industrial devlopment Authority,Gautam Buddha Nagar,Residential
496,UPRERAPRJ303620/05/2026,Indosam Iconic,Indosam Infra Private Limited,Gautam Buddha Nagar,Residential
497,UPRERAPRJ10087,INDOSAM75,Indosam Infra Private Limited,Gautam Buddha Nagar,Residential
498,UPRERAPRJ11522,INTELLICITY @Phase 4 (Occi & Cerebrum),Intellicity Business Park Private Limited,Gautam Buddha Nagar,Residential
499,UPRERAPRJ11493,INTELLICITY @PHASE-3 Spine (Tower-A & B),Intellicity Business Park Private Limited,Gautam Buddha Nagar,Residential
500,UPRERAPRJ11448,Intellicity@Phase-1,Intellicity Business Park Private Limited,Gautam Buddha Nagar,Residential
501,UPRERAPRJ11473,INTELLICITY@Phase-2,Intellicity Business Park Private Limited,Gautam Buddha Nagar,Commercial
502,UPRERAPRJ6473,IRIDIA,Horizon Buildcon Private Limited,Gautam Buddha Nagar,Residential
503,UPRERAPRJ673874,Iris Broadway Greno West,RUVIK BUILD-TECH PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
504,UPRERAPRJ569853,Iris Broadway Greno West (Phase-2),RUVIK BUILD-TECH PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
505,UPRERAPRJ494753,IRISH PEARLS,IRISH INFRASTRUCTURE PRIVATE LIMITED,Gautam Buddha Nagar,Residential
506,UPRERAPRJ503189/03/2024,Irish Platinum,Irish Buildcon Private Limited,Gautam Buddha Nagar,Residential
507,UPRERAPRJ10363,I-Thum,GRANDSLAM DEVELOPERS PVT. LTD,Gautam Buddha Nagar,Commercial
508,UPRERAPRJ764408/09/2025,ITHUM HEIGHTS PHASE 2,R AND R TECH MACH LIMITED,Gautam Buddha Nagar,Commercial
509,UPRERAPRJ6807,i-thum’s 62 (Formerly Bizlife),HSL SOFTWARE PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
510,UPRERAPRJ15652,Ithum’s Galleria (Formerly RST Galleria),ADIHM DEVELOPERS Pvt Ltd.,Gautam Buddha Nagar,Commercial
511,UPRERAPRJ543889,ITHUMS 73,SIFAL INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
512,UPRERAPRJ256314,Ivory County Phase-1,Themecounty Private Limited; AMBIENCE PRIVATE LIMITED,Gautam Buddha Nagar,Residential
513,UPRERAPRJ115902,Ivory County Phase-2,Themecounty Private Limited; AMBIENCE PRIVATE LIMITED,Gautam Buddha Nagar,Residential
514,UPRERAPRJ507062,Ivory County Phase-3,Themecounty Private Limited; AMBIENCE PRIVATE LIMITED,Gautam Buddha Nagar,Residential
515,UPRERAPRJ757529,IVY County,Perfect Megastructure Pvt Ltd,Gautam Buddha Nagar,Residential
516,UPRERAPRJ267958/06/2025,Jade County Phase-1,Themecounty Private Limited,Gautam Buddha Nagar,Residential
517,UPRERAPRJ639770/06/2025,Jade County Phase-2,Themecounty Private Limited,Gautam Buddha Nagar,Residential
518,UPRERAPRJ912357/10/2025,JAIN X CYBER CITY COMMERCIAL,POOJA INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
519,UPRERAPRJ184654/09/2025,JAIN X CYBER CITY IT COMPLEX,POOJA INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
520,UPRERAPRJ525390/10/2025,JAIN X CYBER CITY IT HIGH RISE,POOJA INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
521,UPRERAPRJ479060/09/2025,JAIN X CYBER CITY RESIDENTIAL,POOJA INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
522,UPRERAPRJ6753,JANHIT AWAS YOJNA-AFFORDAVAL HOMES,AARADHYAM DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
523,UPRERAPRJ4895,"Jaypee Greens Aman -III, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
524,UPRERAPRJ3824,"Jaypee Greens Aman, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
525,UPRERAPRJ3872,"Jaypee Greens Boomerang Residences, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
526,UPRERAPRJ5436,"Jaypee Greens Bougainvilleas, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
527,UPRERAPRJ4818,"Jaypee Greens Buddh Circuit Studios - I, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
528,UPRERAPRJ4848,"Jaypee Greens Buddh Circuit Studios - II, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
529,UPRERAPRJ5440,"Jaypee Greens Country Homes-I, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
530,UPRERAPRJ5443,"Jaypee Greens Country Homes-II, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
531,UPRERAPRJ3784,"Jaypee Greens Garden Isles, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
532,UPRERAPRJ5446,"Jaypee Greens Greencrest Homes, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
533,UPRERAPRJ3906,"Jaypee Greens Imperial Arcade, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Commercial
534,UPRERAPRJ4695,"Jaypee Greens Kalypso Court (Phase II), Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
535,UPRERAPRJ3843,"Jaypee Greens Kasa Isles, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
536,UPRERAPRJ3879,"Jaypee Greens Kasablanca, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
537,UPRERAPRJ4716,"Jaypee Greens Kassia I, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
538,UPRERAPRJ4751,"Jaypee Greens Kassia II,III, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
539,UPRERAPRJ4668,"Jaypee Greens Kensignton Boulevard Apartments, Noi",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
540,UPRERAPRJ4954,"Jaypee Greens Kensington Park Apartments, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
541,UPRERAPRJ3901,"Jaypee Greens Klassic - A (Phase II), Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
542,UPRERAPRJ3683,"Jaypee Greens Klassic - D, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
543,UPRERAPRJ3912,"Jaypee Greens Klassic Arcade, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Commercial
544,UPRERAPRJ3618,"Jaypee Greens Klassic Corporate, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
545,UPRERAPRJ3890,"Jaypee Greens Knight Court, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
546,UPRERAPRJ3853,"Jaypee Greens Kosmos - A (Phase II), Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
547,UPRERAPRJ3900,"Jaypee Greens Kosmos - B (Phase II), Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
548,UPRERAPRJ3894,"Jaypee Greens Kosmos - C, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
549,UPRERAPRJ4777,"Jaypee Greens Kove, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
550,UPRERAPRJ3709,"Jaypee Greens Krescent Homes, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
551,UPRERAPRJ3876,"Jaypee Greens Kristal, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
552,UPRERAPRJ5445,"Jaypee Greens Krowns, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
553,UPRERAPRJ3571,"Jaypee Greens Kube, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
554,UPRERAPRJ4875,"Jaypee Greens Naturvue Apartments, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
555,UPRERAPRJ3820,"Jaypee Greens Orchards, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
556,UPRERAPRJ3904,"Jaypee Greens Pavilion Heights Arcade, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Commercial
557,UPRERAPRJ5424,"Jaypee Greens Sportsville, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
558,UPRERAPRJ4358,"Jaypee Greens Sun Court - B, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
559,UPRERAPRJ5428,"Jaypee Greens Sunnyvale Homes, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
560,UPRERAPRJ5432,"Jaypee Greens Tanishq Square Phase I, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Commercial
561,UPRERAPRJ5434,"Jaypee Greens Tanishq Square Phase II, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Commercial
562,UPRERAPRJ5447,"Jaypee Greens Town Homes, Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
563,UPRERAPRJ4921,"Jaypee Greens Udaan & Boulevard Court, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
564,UPRERAPRJ5415,"Jaypee Greens Villa Country Homes - II, SDZ, YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
565,UPRERAPRJ5048,"Jaypee Greens Villa GreencrestHomes,SDZ YEW",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
566,UPRERAPRJ5431,"Jaypee Greens Villa Sunnyvale Homes, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
567,UPRERAPRJ3913,"Jaypee Greens Wish Point, Noida",Jaypee Infratech Limited,Gautam Buddha Nagar,Commercial
568,UPRERAPRJ5435,"Jaypee Greens Yamuna Vihar, Mirzapur",Jaypee Infratech Limited,Gautam Buddha Nagar,Residential
569,UPRERAPRJ5742,"Jaypee Greens, E-1/14 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
570,UPRERAPRJ5600,"Jaypee Greens, E-1/3 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
571,UPRERAPRJ5495,"Jaypee Greens, E-10 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
572,UPRERAPRJ5549,"Jaypee Greens, E-12 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
573,UPRERAPRJ5751,"Jaypee Greens, E-3/12a Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
574,UPRERAPRJ5760,"Jaypee Greens, E-4/12a Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
575,UPRERAPRJ5722,"Jaypee Greens, E-4/7 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
576,UPRERAPRJ5679,"Jaypee Greens, E-6 Land2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
577,UPRERAPRJ5694,"Jaypee Greens, E-6/4 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
578,UPRERAPRJ5743,"Jaypee Greens, E-6/7 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
579,UPRERAPRJ5014,"Jaypee Greens, E-9 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
580,UPRERAPRJ5605,"Jaypee Greens, SV-14 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
581,UPRERAPRJ5565,"Jaypee Greens, SV-24 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
582,UPRERAPRJ15897,"Jaypee Greens, V-04 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
583,UPRERAPRJ5662,"Jaypee Greens, V-07 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
584,UPRERAPRJ15914,"Jaypee Greens, V-08 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
585,UPRERAPRJ5609,"Jaypee Greens, V-2/7 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
